produto_id,quantidade,nome
22078,100,STV30 GOL TOTAL FLEX ( COM BOBINA U2112)
22079,100,STV42 FOX / GOL / VOYAGE / 1.0 8V 76CV CNN TRANSF 4X1
22080,100,JOGO VELAS IGNIÇAO
22081,100,BP5HS
22082,100,BPR5EY
22083,100,BKR5EY
22084,100,BUR5ETB10
22085,100,BKUR5ETC10D
22086,100,BPR6EY
22087,100,BKR6ED
22088,100,TR6B10
22089,100,BPR7ED
22090,100,FR7DDEG
22091,100,BKR7ESB
22092,100,LTR7A10
22093,100,BR8ESD
22094,100,IFR6AD7DG
22095,100,ILNAR8C7DG
22096,100,ILZNAR8C9D
22097,100,KR8B10D
22098,100,SILNAR9C7DG
22099,100,BOBINA DE IGNIÇÃO
22100,100,FIAT
22101,100,GC4920 FIAT500 1.4 12 / 3 PINOS BOBINA INDIVIDUAL
22102,100,GC4998 UNO/MOBI/CRONOS/ARGO/PALIO1.4 8V EVO/ 3 PINOS
22103,100,GC4206 PALIO/SIENA 00 / DOBLO 1.0 1.3 06 / 3 PINOS
22104,100,GC4133 UNO/PALIO/GRAND SIENA/FIORINO 1.4 8V 6 PINOS
22105,100,GC4243 PALIO/IDEA/DOBLO 1.6 1.8 ETORQ 3 PINO COM SUPORTE
22106,100,GC4039 TORO/ARGO 1.8 16V 3 PINOS
22107,100,FORD
22108,100,GC4029 FIESTA / KA / ECOSPORT 1.0 1.6 ZETEC ROCAM / 3 PINOS
22109,100,GC4366 FOCUS / ECOSPORT 2.0 DURATEC / 2 PINOS
22110,100,GC4485 FIESTA / KA / ECOSPORT ZETEC ROCAM / 3 PINOS
22111,100,GC4066 KA 1.0 14 / BOBINA INDIVIDUAL
22112,100,GM
22113,100,GC4483 CORSA / CELTA / MONTANA / MERIVA 3 PINOS
22114,100,GC4038 CORSA TDS / CELTA 00.. 4 PINOS
22115,100,GC4203 ASTRA/VECTRA/ZAFIRA 3 PINOS
22116,100,GC4905 CORSA 97/S10 2.2 EFI 4 PINOS
22117,100,GC4655 CRUZE 1.8 16V 7 PINOS
22118,100,GC4927 CRUZE 1.8 11 / SONIC 1.6 16V 13 / 7 PINOS
22119,100,GC4424 ONIX 1.0 1.4 12 / 4 PINOS BOBINA INDIVIDUAL
22120,100,GC4509 MONZA / KADETT 1.8 2.0 EFI
22121,100,GC4298 COBALT / S10 O9/12 / AGILE 1.4 09/12 / 5 PINOS
22122,100,VW
22123,100,GC4113 GOL1.6 1.8 / FUSCA 81
22124,100,GC4177 GOL / PARATI 1.6 1.6 96/
22125,100,GC4504 GOL / PARATI / SAVEIRO INJETADO 2 PINOS
22126,100,GC4210 GOL/POLO/FOX 4 PINOS
22127,100,GC4098 GOL/VOYAGE G6/FOX 13/UP 13 4 PINOS
22128,100,GC4213 GOL 08/PARATI 08/SAVEIRO 09 1.6 1.8 3 PINOS
22129,100,IMPORTADOS
22130,100,GC4274 HB20 1.0 12V 12/14 2 PINOS BOBINA INDIVIDUAL
22131,100,GC4108 FIT 1.4 8V 04/08 3 PINOS TRASEIRA
22132,100,GC4109 FIT 1.4 8V 04/08 3 PINOS DIANTEIRA
22133,100,GC4110 FIT 1.5 16V 04/08 3 PINOS
22134,100,GC4111 FIT 1.4 1.5 16V 09/12 / CITY 1.5 16V 09/12 3 PINOS
22135,100,GC4181 NEW CIVIC 1.8 14 / 3 PINOS
22136,100,GC4800 LIVINA/TIDA1.8 16V 07/ SENTRA 2.0 16V 06/09
22137,100,GC4132 LIVINA 1.6 16V 09/ 2 PINOS
22138,100,GC4448 TIDA/VERSA/LIVINA/SENTRA 1.8 09
22139,100,GC4592 ETIOS 17 / YARIS 19 1.3 1.5
22140,100,GC4024 COROLLA 01/06
22141,100,GC4239 COROLLA 1.6 .18 16V 02/09
22142,100,GC4252 COROLLA 1.8 09/14 / COROLLA 2.0 10/ PRIUS 1.8 13
22143,100,GC4263 ETIOS 1.3 1.5 16V 13/ 3 PINOS
22144,100,SENSOR DE FASE
22145,100,1873 GOL 1.8 / GOLF 1.6 8V FOX / 1.01.6
22146,100,1866 CORSA 1.4 09/12 / PRISMA/CELTA
22147,100,1862 FIESTA/FOCUS 1.6 16V
22148,100,1853 FIESTA 1.6 1.5 16V 13
22149,100,1863 PALIO 8V 09/10 / WEEK 1.4 / UNO 1.0 1.4
22150,100,1864 PALIO/WEEK/LINEA/ 1.6 1.8 ETORK
22151,100,SENSOR DE VELOCIDADE
22152,100,2502 GOL/PARATI/SAVEIRO 94 /96
22153,100,2522 GOL 1.0 1.6 / FOX 1.0 1.6 / KOMBI
22154,100,2527 PASSAT 2.0 V6 / POLO 1.8 8V
22155,100,2509 GOL G2 / PARATI / LOGUS 1.6
22156,100,2528 COBALT / AGILE / 1.4 1.8
22157,100,2521 CORSA/ASTRA/VECTRA/PRIMA / 1.0 1.4 2.0 8V
22158,100,2524 FIESTA/FOCUS / 1.6 16V
22159,100,2505 FIESTA/KA/COURIE / 1.0 1.3 1.4
22160,100,2506 PALIO/SIENA/UNO/ 1.0 1.3 1.4 1.5 1.6 96/05
22161,100,2529 HB20 1.0 1.6 / IX35 2.0 16V
22162,100,2520 CLIO/SANDERO/LOGAN 1.0 1.6 07
22163,100,RESERVATORIO PARTIDA FRIO
22164,100,FIAT
22165,100,FORD
22166,100,GM
22167,100,CORSA/ASTRA/MONTANA 03
22168,100,VW
22169,100,FOX 1.0 1.6 / POLO 1.6 2.0 14
22170,100,GOL/VOYAGE 08/12 / SAVEIRO 13
22171,100,IMPORTADOS
22172,100,RESERVATORIO D AGUA
22173,100,FIAT
22174,100,F13412 PALIO FIRE 01.../IDEA 1.4
22175,100,F13441 PALIO FIRE 02...
22176,100,PALIO/GRAN SIENA 12 ETORQ
22177,100,MOBI/ARGO 17
22178,100,TORO 16 / COMPASS 17 / RENEGAGE 15
22179,100,PUNTO 1.4 08
22180,100,PALIO/WEEK/SIENA 98
22181,100,DOBLO 02
22182,100,LINEA / PUNTO 1.8 08
22183,100,UNO 11
22184,100,FORD
22185,100,ESCORT / VERONA / APOLLO
22186,100,ESCORT ZETEC 1.8
22187,100,COURIE ROCAM FLEX 07
22188,100,KA ENDURA 97 / ROCAM 08
22189,100,FIESTA/COURIE 1.4 16V
22190,100,FIESTA 1.5 1.6 / ECOSPORT / KA SIGMA
22191,100,F12462 FIESTA 02... 2 SAIDAS
22192,100,F12463 FIESTA 02... 3 SAIDAS
22193,100,GM
22194,100,F14496 CORSA 02/06 MONTANA 3 SAIDAS C/AR
22195,100,F14495 CORSA 02/06 MONTANA 2 SAIDA S/AR
22196,100,M39252 ASTRA 99/ NOVO VECTRA 1.8 2.0 8V
22197,100,CORSA SEDAN 96
22198,100,KADETT/IPANEMA
22199,100,VECTRA 2.0 2.2
22200,100,COBALT 11 / SPIN / PRISMA / ONIX
22201,100,MERIVA 1.8 FLEX 2 SAIDA
22202,100,MERIVA 1.8 FLEX 3 SAIDA
22203,100,ZAFIRA 99 C/ FURO SENSOR
22204,100,ZAFIRA 99 S/ FURO SENSOR
22205,100,F14497 CELTA/PRISMA 07 2 SAIDA
22206,100,M36253 CELTA/PRISMA AGILE 3 SAIDA
22207,100,CORSA CLASSIC 1 BICO
22208,100,CORSA CLASSIC 2 BICO
22209,100,VW
22210,100,F11401 GOL/SAVEIRO/SANTANA
22211,100,POLO 1.6 2.0
22212,100,F11416 FOX/GOL G5/ VOYAGE 08...
22213,100,GOLF 1.6 1.8 TURBO / KOMBI FLEX 07
22214,100,UP 15
22215,100,F11417 GOL G3 S/SENSOR
22216,100,IMPORTADOS
22217,100,C3 / AIRCROSS / PICASSO / 208 01
22218,100,HRV 15
22219,100,FIT 15
22220,100,FIT 09/14 CITY 10
22221,100,CLIO/LOGAN/SANDERO 1.0 16V / 1.6 8/16V 00
22222,100,DUSTER/LOGAN/SANDERO/OROCH
22223,100,P206 1.0 01/05
22224,100,P206 1.4 1.6 8V 02.
22225,100,P307 / P308 / 1.6 2.0 / C4 1.6 2.0 / C4 PALLAS 2.0 TDS
22226,100,HILUX SW4 05/11
22227,100,COROLLA 08
22228,100,KWID 1.0 12V 17
22229,100,TAMPA PARA RESERVATORIO
22230,100,FIAT
22231,100,NOVO PALIO / NOVA FIORINO / LINEA / FIAT 500
22232,100,PALIO / SIENA / STRADA / UNO FIRE
22233,100,FORD
22234,100,FIESTA / KA / ECOSPORT SIGMAN
22235,100,ESCORT / FIESTA / KA / ECOSPORT
22236,100,GM
22237,100,MONZA/KADETT/CORSA/OMEGA
22238,100,VW
22239,100,GOL / SANTANA / SAVEIRO AP
22240,100,FOX / GOLF / POLO
22241,100,CROSS FOX / KOMBI MODERNA / SPACE FOX / UP
22242,100,TAMPA DO RADIADOR
22243,100,MF16 MB
22244,100,MF12 FIAT 147
22245,100,MF86 HONDA/SUZUKI/TOYOTA BOCAL BAIXO
22246,100,TC7000 BBA CHT
22247,100,TC7002F CORCEL / DEL REY
22248,100,TC7006F OPALA 6CC
22249,100,TC7014F ESCORT / OPALA 4CC
22250,100,TC7018F PASSAT 86 / FERRO
22251,100,TC7045F FIAT 147
22252,100,TC7075F OPALA / CARAVAN 85/92 / BLAZER / S10 / SILVERADO
22253,100,TC7090 CIVIC/COROLLA/HILUX
22254,100,TC7092 RANGER/EXPLORER
22255,100,TC7093 MITSUBISHI/COROLLA/HILUX SW4/MAZDA
22256,100,TC7094 CIVIC 92 / FIT 04 / ACCORD
22257,100,TAMPA DE OLEO MOTOR
22258,100,FIAT
22259,100,F23736 MOTOR FIRE ( TAMPA COM ORELHA )
22260,100,FORD
22261,100,GM
22262,100,F23081 GM/FIAT
22263,100,F24053 GM
22264,100,VW
22265,100,F21027 VW
22266,100,JUNTAS SUPERIOR MOTOR
22267,100,FIAT
22268,100,MILLE/ FIASA 1000 1300
22269,100,SB79379 PALIO/SIENA FIRE 1.0 1.3 8V 99...
22270,100,PALIO/WEEK/BRAVA 1.6 16V
22271,100,MILLE/PALIO/SIENA MPI 1.0 1.5 8V 96...
22272,100,14X22
22273,100,FORD
22274,100,ESCORT ZETEC/FOCUS 1.8 16V
22275,100,COURIER 97/13 C/CONTROLE LD
22276,100,PALIO 04..../ADV 09... RUBI LD
22277,100,M45032 DESLIZE DO BANCO VW
22278,100,FIESTA / KA / ECOSPORT 1.0 ZETEC ROCAM 8V
22279,100,ECOSPORT DURATEC 2.0 16V
22280,100,NEW FIESTA/FOCUS 07/ ECOSPORT / SIGMA HWDB FLYA 1.5 1.6 16V
22281,100,M16003 PALIO BOCAL DO TANQUE 96/03
22282,100,MONZA/KADETT CARBURADO
22283,100,CORSA EFI 1.0
22284,100,CORSA / CELTA VHC 1.0 8V
22285,100,CORSA 1.4 EFI / MPFI 8V 96/03
22286,100,CORSA 1.6 8V MPFI
22287,100,CORSA/MONTANA 1.4 OHC 06...
22288,100,VECTRA/ASTRA/S10 1.8 2.0 2.2 8V
22289,100,ZAFIRA/S10 MPFI 2.4 8V FLEX
22290,100,VW
22291,100,FUSCA/BRASILIA/KOMBI 1300 1500 1600
22292,100,GOL FORD ESCORT CHT 1.0
22293,100,GOL/SANTANA/PARATI 1.8 MI 95...
22294,100,GOL/PASSAT/SAVEIRO/SANTANA AP 1.6 1.8 ...94
22295,100,111253PK GOL 1.0 MI 8V
22296,100,GOL 1.0 16V MI
22297,100,1112103PK GOL POWER / TREND / FOX AE111
22298,100,GOL/VOYAGE/PARATI AP 91
22299,100,10543 PALIO 96/00 C/CHAVE
22300,100,AMAROK 2.0 4CC 16V
22301,100,KOMBI CLIPPER AMBAR LD
22302,100,M33000 KADETT 96/ VECTRA
22303,100,SUPER COLA WURTH
22304,100,ECO1519 HB20 1.0 12/19
22305,100,M45083 GOL V /VOYAGE/SAVEIRO 09 / PAINEL KOMBI 09
22306,100,UNO 84/10
22307,100,N317150 MONTANA SPORT 03/07
22308,100,VW
22309,100,PASTILHAS DE FREIO DIANTEIRA
22310,100,ECO1034 GOL G6 13... / NOVO POLO MSI / FOX ARO 14'' 15'' VIRTUS 1.6
22311,100,ECO1036 A3 1.6 / GOLF / SPACE FOX 1.6
22312,100,ECO1035 BORA/GOLF/SPACEFOX CONFOR/A3
22313,100,ECO1038 GOL/PARATI G3 G4 / CORSA 1.6 / KADETT / IPANEMA 1.8 2.0
22314,100,ECO1023 IPANEMA/KADETT/MONZA 1.6 1.8 2.0
22315,100,ECO1014 CELTA/CORSA/AGILE
22316,100,ECO1007 ASTRA 1.8 2.0 14'' 98...
22317,100,ECO1022 ASTRA/MERIVA/VECTRA/ZAFIRA ...10
22318,100,ECO1016 NOVO CORSA / MONTANA 1.4 1.8
22319,100,ECO1026 MERIVA 1.4 1.8/ZAFIRA 2.0 14''
22320,100,ECO1110 P 206 SW 1.6 16V / 207 1.6
22321,100,ECO1296 LINEA/BRAVO/DOBLO ADV/ IDEA ADV 02/10
22322,100,ECO1078 ELBA / FIORINO / UNO MILLE / UNO FIRE
22323,100,SYL1193 PALIO / WEEKEND / SIENA / 1.0 1.5 1.6
22324,100,ECO1063 PALIO / SIENA / WEEKEND / ELX / FIRE / 1.0 1.3 1.5 1.6 16V
22325,100,ECO1062 IDEA/PALIO ADV/WEEK/STRADA 1.4 1.6 1.8
22326,100,ECO1061 ALFA ROMEO 145 / 146 / FIAT BRAVO 2.0 / MAREA 2.4 20V
22327,100,SYL1209 LINEA TJET/PALIO WEEK/ STRADA ADV LOCKER
22328,100,ECO1232 FIESTA/KA
22329,100,ECO1231 FIESTA SUPERCHARGER / ESCORT SW / COURIE / KA 1.6
22330,100,ECO1044 SANTANA/VERSALLES 2.0
22331,100,ECO1234 ECOSPORT/FIESTA SC
22332,100,ECO1159 FIT 1.4 1.5 03/08
22333,100,ECO1050 GOL / PARATI / SAVEIRO BANANINHA
22334,100,ECO1053 GOL G3 G4 1.8 / PARATI 2.0 / SAVEIRO 1.8
22335,100,ECO1459 GOL G5 / PARATI / SAVEIRO / 1.0 1.6 1.8 2.0
22336,100,ECO1509 GOL G5 G6/ PARATI/SAVEIRO/VOYAGE 12...
22337,100,ECO1451 AGILE LTZ/CELTA/CORSA/MONTANA 1.4 10...
22338,100,ECO1496 COBALT/NOVO PRISMA/ONIX 1.0 1.4 1.8 LTZ 12...
22339,100,ECO1516 COBALT C/ABS/SONIC 1.6 1.8 12...
22340,100,ECO1498 CRUZE LT/LTZ 12...
22341,100,ECO1456 PALIO/SIENA/WEEK/FIORINO
22342,100,ECO1488 ARGO 1.8 / CRONOS / BRAVO TJET / LINEA / STRADA ADVENTURE LOCKER
22343,100,ECO1454 500 / NOVO PALIO 1.6 / PUNTO 1.4 / STRADA 1.8
22344,100,ECO1503 NEW CIVIC 1.8 07../ ACCORD LX 08....
22345,100,ECO1538 NOVO LOGAN/SANDERO 1.0 1.6 2.0 14...
22346,100,ECO1426 CITY/NEW FIT/ 09/14 TEVES
22347,100,SYL3282 P 508 1.6 11...
22348,100,KA ( NOVO ) 1.0 1.4 14...
22349,100,ECO1521 MARCH 1.0 1.6 12.. / VERSA 1.6 12...
22350,100,PASTILHAS DE FREIO TRASEIRO
22351,100,SYL3253 ACCORD/ CIVIC 2008
22352,100,DISCO DE FREIO DIANTEIRO
22353,100,D31E GOL / SAVEIRO / VOYAGE 08... 4 FUROS
22354,100,D31 GOL / SAVEIRO / VOYAGE TDS SOLIDO
22355,100,D31A GOL / SAVEIRO / VOYAGE TDS VENTILADO
22356,100,D31B SANTANA / QUANTUM VENTILADO
22357,100,D35A FOX/SPACE/CROSS 5 FUROS VENTILADO
22358,100,D35D FOX/SPACE ARO 14 5 FUROS VENTILADO
22359,100,D31C GOL G5 ARO 13/14 / VOYAGE ARO 14 VENTILADO
22360,100,D31G SAVEIRO/ UP / 4 FUROS VENTILADO
22361,100,D28A CORSA / MONTANA VENTILADO
22362,100,D28 CORSA / CLASSIC / PRISMA
22363,100,D28B CORSA 1.8 / MONTANA / MERIVA
22364,100,D28F COBALT COM ABS / SONIC / SPIN
22365,100,D17D CRUZE 1.8 / TRACKER SOLIDO
22366,100,D17E CRUZE 1.8 VENTILADO
22367,100,KA / FIESTA 00.. VENTILADO
22368,100,D36B ECOSPORT AUTOMATICO
22369,100,D36F FIESTA 15 / KA 15 VENTILADO
22370,100,D36G ECOSPORT 1.5 1.6 2.0 13 . 4 FUROS
22371,100,D43 UNO / PALIO / ELBA 96 SOLIDO
22372,100,D25A PALIO / UNO / CRONOS / ARGO 4 FUROS
22373,100,D50 PALIO / STRADA ADV
22374,100,SENSOR DE ABS
22375,100,FIAT
22376,100,PALIO (NOVO) FIRE EVO 12 DIANT
22377,100,PALIO FIRE ECONOMY WAY 1.0 1.4 14/ DIANT
22378,100,PALIO 1.6 16V ETORQ TRAS
22379,100,PALIO (NOVO) 12... / MOBI 17... TRAS
22380,100,DOBLO 1.3 16V 02... DIANT
22381,100,BRAVO TJET 1.4 16V 12/16 DIANT
22382,100,FORD
22383,100,GM
22384,100,AGILE 14/14 / CELTA 14/16 DIANT
22385,100,ONIX 13/19 / SONIC 12/14 DIANT
22386,100,CAPTIVA 08/15 TRAS
22387,100,VW
22388,100,GOL 09/17 / FOX 04/14 SENSOR NIVEL
22389,100,GOL 09/17 / FOX 04/14 TRAS
22390,100,JETTA 05/14 VARIANT TRAS
22391,100,FIT 09 ...FLEX NIVEL
22392,100,AMAROK 10/16 PASSAT TRAS
22393,100,IMPORTADOS
22394,100,P 307 00/12 / 308 11/19 DIANT
22395,100,P 307 00/12 / 308 11/19 TRAS
22396,100,HB20 13... TRAS
22397,100,COIFA LADO RODA
22398,100,FIAT
22399,100,UNO/PREMIO/ELBA 86
22400,100,PALIO/FIORINO/SIENA/MILLE
22401,100,UNO 11 / PALIO 12
22402,100,IDEA/DOBLO/PUNTO/LINEA
22403,100,FORD
22404,100,FIESTA 02
22405,100,KA 1.0 1.3
22406,100,ECOSPORT 03
22407,100,GM
22408,100,MONZA 82/93
22409,100,CORSA 94
22410,100,CORSA / MONTANA
22411,100,ONIX/PRISMA 1.0 12
22412,100,COBALT / SPIN 1.4 1.8
22413,100,VW
22414,100,FUSCA
22415,100,GOL/VOYAGE/PARATI/SAVEIRO
22416,100,GOL 95
22417,100,GOL G3/ FOX 03
22418,100,GOL/VOYAGE 08 1.0
22419,100,UP 14
22420,100,IMPORTADOS
22421,100,CIVIC 00/06
22422,100,FIT 03
22423,100,HB20 12
22424,100,I30 09/16
22425,100,P 206
22426,100,P307
22427,100,SANDERO/LOGAN 07
22428,100,CLIO 02/08
22429,100,DUSTER 4X2 12
22430,100,ETIOS 13
22431,100,MS07517 COROLLA 14.. CAMBIO
22432,100,KIT RODA TRASEIRA
22433,100,IRB100 GOL/SAVEIRO/PARATI/SANTANA
22434,100,IRB351 KOMBI 1600
22435,100,IRB500 FUSCA/BRASILIA/VARIANT
22436,100,IRB300 APOLLO 1.8
22437,100,IRB400 LOGUS/POINTER 94/96
22438,100,IRB200 CORSA/MONZA/CELTA
22439,100,CABO FREIO DE MAO
22440,100,FIAT
22441,100,FORD
22442,100,GM
22443,100,VW
22444,100,IK1223 GOL G2 G3 / PARATI G3
22445,100,IK1232 FOX 05/06
22446,100,IK1239 GOL G5 / VOYAGE 08/13 LD
22447,100,IK1240 GOL G5 / VOYAGE 08/13 LE
22448,100,IMPORTADOS
22449,100,CABO DE EMBREAGEM
22450,100,FIAT
22451,100,IK3304 ELBA/FIORINO/MILLE 91/95 / UNO 98/94
22452,100,IK3334 MOBI 15.../ UNO 15...
22453,100,IK3316 PALIO YOUN ELX FIRE/ STRADA / SIENA
22454,100,IK3319 PALIO/SIENA/STRADA 1.5 00
22455,100,IK3326 FIORINO/MILLE/UNO 1.0 MPI FIRE 04...
22456,100,IK3328 DOBLO 1.3 FIRE 16V
22457,100,IK3333 PALIO 11/13 / SIENA 11/12 / STRADA 1.4 13...
22458,100,FORD
22459,100,IK2310 FIESTA 94/95
22460,100,IK2311 ESCORT/VERONA 93/95
22461,100,IK2312 ESCORT SW 96/02
22462,100,GM
22463,100,IK4318 CELTA 01... / CORSA 1.0 1.4 C/DUPLA / PRISMA 01...
22464,100,IK4305 IPANEMA/KADETT 89/98
22465,100,IK4324 CORSA/CORSA CLASSIC 97/00
22466,100,IK4328 AGILE 09/14
22467,100,VW
22468,100,IK1303 GOL/PARATI/SAVEIRO 87/89
22469,100,IK1305 GOL/SAVEIRO/VOYAGE 82/87
22470,100,IK1306 GOL/PARATI/SAVEIRO 1.6 1.8 89/95
22471,100,IK1308 PASSAT/QUANTUM/SANTANA 84/89
22472,100,IK1311 FUSCA
22473,100,IK1316 GOL 94/96 1.0 AE CFI
22474,100,IK1317 GOL/SAVEIRO/PARATI AP 94/98
22475,100,IK1320 KOMBI
22476,100,IK1321 KOMBI
22477,100,IK1324 GOL/PARATI AT 1.0 8/16V
22478,100,IK1327 KOMBI 1.4 FLEX
22479,100,IMPORTADOS
22480,100,CABO DE CAPO
22481,100,FIAT
22482,100,FORD
22483,100,GM
22484,100,CELTA 01... C/ALAVANCA
22485,100,VW
22486,100,VW 1200/1300 C/BOTAO
22487,100,IMPORTADOS
22488,100,RETROVISORES EXTERNO
22489,100,FIAT
22490,100,UNO ELX S/C LD
22491,100,UNO ELX S/C LE
22492,100,UNO ELX C/C LD
22493,100,UNO ELX C/C LE
22494,100,UNO EP/SX/YG/SMART C/C L.D COFRAN
22495,100,UNO EP/SX/YG/SMART C/C L.E COFRAN
22496,100,UNO EP/SX/YG/SMART S/C LD
22497,100,UNO EP/SX/YG/SMART S/C LE
22498,100,UNO FIRE 2P 01/04 C/C LD
22499,100,UNO FIRE 2P 01/04 C/C LE
22500,100,UNO FIRE 2P 01/04 S/C LD
22501,100,UNO FIRE 2P 01/04 S/C LE
22502,100,UNO FIRE 4P 01/04 C/C LD
22503,100,UNO FIRE 4P 01/04 C/C LE
22504,100,UNO FIRE 4P 01/04 S/C LD
22505,100,UNO FIRE 4P 01/04 S/C LE
22506,100,UNO 10/16 VIVACE 2P C/C LD
22507,100,UNO 10/16 VICACE 2P C/C LE
22508,100,UNO 10/16 VICACE 2P S/C LD
22509,100,UNO 10/16 VICACE 2P S/C LE
22510,100,UNO 10/16 VICACE 4P C/C LD
22511,100,UNO 10/16 VICACE 4P C/C LE
22512,100,UNO 10/16 VICACE 4P S/C LD
22513,100,UNO 10/16 VICACE 4P S/C LE
22514,100,UNO 2/4 PORTAS L.E BLAWER
22515,100,UNO 2/4 PORTAS L.D BLAWER
22516,100,PALIO 96/00 2P C/C LD
22517,100,PALIO 96/00 2P C/C LE
22518,100,PALIO 96/00 2P S/C LD
22519,100,PALIO 96/00 2P S/C LE
22520,100,PALIO 96/00 4P C/C LD
22521,100,PALIO 96/00 4P C/C LE
22522,100,PALIO 96/00 4P S/C LD
22523,100,PALIO 96/00 4P S/C LE
22524,100,PALIO FIRE 01... 2P C/C LD
22525,100,PALIO FIRE 01... 2P C/C LE
22526,100,PALIO FIRE 01... 2P S/C LD
22527,100,PALIO FIRE 01... 2P S/C LE
22528,100,PALIO FIRE 01... 4P C/C LD
22529,100,PALIO FIRE 01... 4P C/C LE
22530,100,PALIO FIRE 01... 4P S/C LD
22531,100,PALIO FIRE 01... 4P S/C LE
22532,100,PALIO 04/07 C/C 2P LD
22533,100,PALIO 04/07 C/C 2P LE
22534,100,PALIO 04/07 C/C 4P LD
22535,100,PALIO 04/07 C/C 4P LE
22536,100,PALIO 04/07 S/C 2P LD
22537,100,PALIO 04/07 S/C 2P LE
22538,100,PALIO 04/07 S/C 4P LD
22539,100,PALIO 04/07 S/C 4P LE
22540,100,PALIO 08/10 C/C 2P LD
22541,100,PALIO 08/10 C/C 2P LE
22542,100,PALIO 08/10 C/C 4P LD
22543,100,PALIO 08/10 C/C 4P LE
22544,100,PALIO 08/10 S/C 2P LD
22545,100,PALIO 08/10 S/C 2P LE
22546,100,PALIO 08/10 S/C 4P LD
22547,100,PALIO 08/10 S/C 4P LE
22548,100,PALIO ECONO 2P C/C LD
22549,100,PALIO ECONO 2P C/C LE
22550,100,PALIO ECONO 2P S/C LD
22551,100,PALIO ECONO 2P S/C LE
22552,100,PALIO ECONO 4P C/C LD
22553,100,PALIO ECONO 4P C/C LE
22554,100,PALIO ECONO 4P S/C LD
22555,100,PALIO ECONO 4P S/C LE
22556,100,GRAN SIENA/NOVO PALIO C/C LD
22557,100,GRAN SIENA/NOVO PALIO C/C LE
22558,100,MOBI 14... C/C LD
22559,100,MOBI 14... C/C LE
22560,100,FORD
22561,100,FIESTA 96... C/C LD
22562,100,FIESTA 96... C/C LE
22563,100,FIESTA 96... S/C LD
22564,100,FIESTA 96.... S/C LE
22565,100,FIESTA 02... LD
22566,100,FIESTA 02... LE
22567,100,NEW FIESTA 09/13 C/SETA ELETRI LD
22568,100,NEW FIESTA 09/13 C/SETA ELETRI LE
22569,100,COURIER 97/13 C/C LD
22570,100,COURIER 97/13 C/C LE
22571,100,KA 97/08 C/C LD
22572,100,KA 97/08 C/C LE
22573,100,KA 08... C/C LD
22574,100,KA 08... C/C LE
22575,100,KA 08... S/C LD
22576,100,KA 08... S/C LE
22577,100,KA 15... S/SETA C/C LD
22578,100,KA 15... S/SETA C/C LE
22579,100,ECOSPORT 03... LD
22580,100,ECOSPORT 03... LE
22581,100,GM
22582,100,CORSA 93/02 C/C L.D COFRAN
22583,100,CORSA 93/02 C/C L.E COFRAN
22584,100,CORSA 93/02 S/C L.D
22585,100,CORSA 93/02 S/C L.E
22586,100,CORSA/MONTANA 02... LD
22587,100,CORSA/MONTANA 02... LE
22588,100,CELTA 00/06 LD
22589,100,CELTA 00/06 LE
22590,100,CELTA 07... LD
22591,100,CELTA 07... LE
22592,100,AGILE C/C 09... LD
22593,100,AGILE C/C 09... LE
22594,100,ONIX/PRISMA ELETRI LD
22595,100,ONIX/PRISMA ELETRI LE
22596,100,ONIX/PRISMA C/C LD
22597,100,ONIX/PRISMA C/C LE
22598,100,SPIN LD
22599,100,SPIN LE
22600,100,KADETT 89/98 C/C LD
22601,100,KADETT 89/98 C/C LE
22602,100,KADETT 89/98 S/C LD
22603,100,KADETT 89/98 S/C LE
22604,100,MONZA 85/90 C/C LD
22605,100,MONZA 85/90 C/C LE
22606,100,MONZA 85/90 S/C LD
22607,100,MONZA 85/90 S/C LE
22608,100,MONZA 91/93 C/C LD
22609,100,MONZA 91/93 C/C LE
22610,100,MERIVA 02... C/C LD
22611,100,MERIVA 02... C/C LE
22612,100,MERIVA 02... ELETRI LD
22613,100,MERIVA 02... ELETRI LE
22614,100,VECTRA 06/09 ELETRICO LD
22615,100,VECTRA 06/09 ELETRICO LE
22616,100,VECTRA 97/99 C/CONTROLE LD
22617,100,VECTRA 97/99 C/CONTROLE LE
22618,100,VECTRA 97/99 ELETRICO LD
22619,100,VECTRA 97/99 ELETRICO LE
22620,100,ZAFIRA 01... S/C LD
22621,100,ZAFIRA 01... S/C LE
22622,100,VW
22623,100,M41800 UNIVERSAL DIREITO/ESQUERDO PRETO
22624,100,KOMBI CLIPPER L.D
22625,100,KOMBI CLIPPER L.E
22626,100,GOL/VOYAGE/PARATI 87/94 C/C L.D
22627,100,GOL/VOTAGE/PARATI 87/94 C/C L.E
22628,100,GOL/VOYAGE/PARATI 87/94 S/C L.D
22629,100,GOL/VOYAGE/PARATI 87/94 S/C L.E
22630,100,GOL 95/99 C/C 2P L.D
22631,100,GOL 95/99 C/C 2P L.E
22632,100,GOL 95/99 S/C 2P L.D
22633,100,GOL 95/99 S/C 2P L.E
22634,100,GOL 95/99 C/C 4P L.D
22635,100,GOL 95/99 C/C 4P L.E
22636,100,GOL 95/99 S/C 4P L.D
22637,100,GOL 95/99 S/C 4P L.E
22638,100,GOL G3 C/C 2P L.D
22639,100,GOL G3 C/C 2P L.E
22640,100,GOL G3 S/C 2P L.D
